tender_id,client,category,estimated_value_omr,competitor_count,margin_percent,icv_score,omanization_percent,won
OM-HIST-23149,Nama Group,Electrical Substation,260224,9,10.81,37.4,94.33,0
OM-HIST-23150,Nama Group,Construction,2293131,10,20.1,37.36,92.9,1
OM-HIST-23151,Royal Oman Police,IT Services,242254,8,32.63,49.89,70.99,0
OM-HIST-23152,PDO,Electrical Substation,1049895,4,21.21,26.54,33.45,0
OM-HIST-23153,PDO,Construction,353131,13,6.5,28.01,70.29,1
OM-HIST-23154,PDO,Construction,488600,8,9.78,38.23,77.4,1
OM-HIST-23155,OQ,Oil & Gas Infrastructure,469657,10,33.11,55.12,51.1,1
OM-HIST-23156,PDO,Construction,1566216,13,5.83,59.51,36.61,1
OM-HIST-23157,Ministry of Health,Oil & Gas Infrastructure,56387,3,18.88,35.38,55.21,1
OM-HIST-23158,PDO,Oil & Gas Infrastructure,35679,4,14.86,24.75,91.26,0
OM-HIST-23159,Ministry of Health,Oil & Gas Infrastructure,97184,12,26.08,18.41,31.55,0
OM-HIST-23160,Ministry of Transport,Construction,86564,5,14.45,56.0,47.42,0
OM-HIST-23161,Nama Group,IT Services,20000,2,31.79,43.34,41.85,0
OM-HIST-23162,PDO,Medical Supplies,1361188,7,31.16,12.98,40.26,0
OM-HIST-23163,Royal Oman Police,Oil & Gas Infrastructure,20000,3,14.59,26.86,86.08,0
OM-HIST-23164,Ministry of Health,Construction,1313417,14,24.64,44.32,46.88,0
OM-HIST-23165,Nama Group,Medical Supplies,246958,7,5.96,24.13,92.13,1
OM-HIST-23166,PDO,Electrical Substation,18337744,13,10.74,16.46,68.67,1
OM-HIST-23167,Ministry of Transport,Construction,20000,13,27.29,43.7,71.85,0
OM-HIST-23168,PDO,Oil & Gas Infrastructure,144965,2,5.29,29.63,92.23,1
OM-HIST-23169,OQ,Construction,380716,14,26.64,20.16,88.32,0
OM-HIST-23170,OQ,Construction,23388,7,8.78,11.57,43.94,1
OM-HIST-23171,Ministry of Transport,Medical Supplies,2206631,13,34.17,24.21,34.68,0
OM-HIST-23172,Ministry of Transport,Medical Supplies,105565,3,33.66,59.52,51.89,0
OM-HIST-23173,Royal Oman Police,IT Services,146909,10,15.78,48.0,45.84,0
OM-HIST-23174,Ministry of Transport,Medical Supplies,39224,7,9.4,28.07,34.59,1
OM-HIST-23175,OQ,Electrical Substation,30188,11,33.22,10.65,31.25,0
OM-HIST-23176,Ministry of Health,Medical Supplies,258926,2,7.21,29.34,58.55,1
OM-HIST-23177,PDO,IT Services,136645,9,20.03,44.72,38.14,0
OM-HIST-23178,PDO,IT Services,198383,12,10.82,52.41,49.94,1
OM-HIST-23179,PDO,Construction,86184,15,11.75,10.14,61.9,0
OM-HIST-23180,PDO,IT Services,998210,7,14.84,20.9,71.14,0
OM-HIST-23181,Ministry of Health,Oil & Gas Infrastructure,43500,9,11.38,28.97,46.58,0
OM-HIST-23182,Royal Oman Police,IT Services,53818,6,8.17,36.86,41.95,1
OM-HIST-23183,Ministry of Health,IT Services,20000,12,33.41,45.12,39.71,0
OM-HIST-23184,Nama Group,Construction,157104,7,30.68,13.49,77.92,1
OM-HIST-23185,PDO,Oil & Gas Infrastructure,30400,12,31.85,31.09,73.99,0
OM-HIST-23186,OQ,Oil & Gas Infrastructure,226988,12,27.93,37.05,89.38,0
OM-HIST-23187,PDO,IT Services,93947,2,9.54,55.14,35.75,1
OM-HIST-23188,PDO,IT Services,20000,14,9.08,56.38,48.3,1
OM-HIST-23189,Royal Oman Police,Electrical Substation,36945,7,27.63,59.8,66.17,0
OM-HIST-23190,OQ,Electrical Substation,198270,7,30.72,53.04,35.7,0
OM-HIST-23191,Nama Group,Medical Supplies,130872,14,17.7,18.37,33.02,0
OM-HIST-23192,OQ,IT Services,52784,8,25.13,54.12,81.83,0
OM-HIST-23193,Nama Group,IT Services,39826,9,16.1,36.03,35.05,0
OM-HIST-23194,Ministry of Transport,Electrical Substation,20000,2,25.85,16.3,88.98,1
OM-HIST-23195,PDO,Construction,679773,15,9.86,45.68,65.8,1
OM-HIST-23196,OQ,Electrical Substation,108062,13,33.72,14.95,81.69,0
OM-HIST-23197,Ministry of Transport,IT Services,442678,3,15.58,55.52,81.07,1
OM-HIST-23198,Ministry of Health,Electrical Substation,199763,13,5.13,28.3,36.14,1
OM-HIST-23199,Nama Group,Oil & Gas Infrastructure,90532,10,18.1,36.78,51.6,0
OM-HIST-23200,Ministry of Health,Medical Supplies,21952,7,22.07,33.19,93.23,1
OM-HIST-23201,Ministry of Health,Oil & Gas Infrastructure,257959,8,21.68,12.22,33.27,0
OM-HIST-23202,OQ,Construction,491206,5,19.36,48.28,75.46,0
OM-HIST-23203,OQ,Oil & Gas Infrastructure,140353,10,34.37,40.43,40.05,0
OM-HIST-23204,Ministry of Health,Electrical Substation,20000,4,29.11,23.81,92.49,0
OM-HIST-23205,PDO,Oil & Gas Infrastructure,1602019,12,7.88,35.7,40.93,0
OM-HIST-23206,Nama Group,IT Services,30220,2,6.62,37.56,69.98,1
OM-HIST-23207,OQ,IT Services,158106,4,24.87,17.77,46.38,0
OM-HIST-23208,PDO,Electrical Substation,330917,6,24.65,46.56,90.1,0
OM-HIST-23209,Nama Group,Oil & Gas Infrastructure,58251,3,17.64,57.67,53.39,1
OM-HIST-23210,Ministry of Health,IT Services,30571,13,5.31,16.33,70.77,1
OM-HIST-23211,Nama Group,Oil & Gas Infrastructure,128909,12,11.24,12.54,90.91,0
OM-HIST-23212,Ministry of Transport,IT Services,941392,15,8.94,45.85,62.37,0
OM-HIST-23213,Nama Group,IT Services,271748,13,31.27,22.18,76.66,0
OM-HIST-23214,Nama Group,IT Services,39432,10,7.81,26.77,33.06,1
OM-HIST-23215,OQ,IT Services,20000,2,25.47,51.24,52.39,0
OM-HIST-23216,Royal Oman Police,IT Services,1224722,15,18.2,32.98,55.86,0
OM-HIST-23217,Nama Group,Medical Supplies,34426,10,11.73,48.4,74.45,1
OM-HIST-23218,Royal Oman Police,Medical Supplies,1095805,3,17.47,54.17,74.58,0
OM-HIST-23219,OQ,Electrical Substation,253428,6,16.34,40.41,85.94,1
OM-HIST-23220,PDO,Medical Supplies,20329,5,8.58,49.26,47.14,1
OM-HIST-23221,Nama Group,Medical Supplies,155744,15,13.28,41.0,55.47,1
OM-HIST-23222,Ministry of Transport,Oil & Gas Infrastructure,20000,14,31.06,56.94,57.29,1
OM-HIST-23223,Royal Oman Police,Oil & Gas Infrastructure,225265,7,17.18,54.24,92.97,1
OM-HIST-23224,PDO,Electrical Substation,20000,9,33.62,53.85,32.64,0
OM-HIST-23225,OQ,Electrical Substation,1107284,4,7.52,35.61,55.59,1
OM-HIST-23226,Ministry of Transport,Construction,106487,11,13.61,48.15,46.56,0
OM-HIST-23227,Ministry of Transport,Electrical Substation,306657,8,16.75,19.82,49.9,0
OM-HIST-23228,PDO,IT Services,210064,11,17.5,10.43,72.07,0
OM-HIST-23229,PDO,Electrical Substation,20000,5,8.88,18.45,38.75,0
OM-HIST-23230,Royal Oman Police,Oil & Gas Infrastructure,94302,3,13.87,17.34,44.07,1
OM-HIST-23231,PDO,IT Services,20000,15,27.17,57.04,66.06,0
OM-HIST-23232,Nama Group,IT Services,34640,3,25.38,52.51,71.36,0
OM-HIST-23233,Ministry of Transport,Medical Supplies,42409,13,19.79,59.32,91.77,0
OM-HIST-23234,Nama Group,Medical Supplies,40397,8,9.43,22.01,50.22,1
OM-HIST-23235,Ministry of Transport,Oil & Gas Infrastructure,20000,12,23.02,44.13,47.14,0
OM-HIST-23236,Nama Group,Construction,27066,14,12.18,16.7,92.77,0
OM-HIST-23237,OQ,Electrical Substation,32908,4,31.67,43.34,53.7,0
OM-HIST-23238,Ministry of Health,IT Services,472336,6,33.48,57.47,32.26,0
OM-HIST-23239,PDO,Oil & Gas Infrastructure,1281312,3,26.19,28.29,73.45,0
OM-HIST-23240,Nama Group,Oil & Gas Infrastructure,61249,7,34.4,23.35,86.13,0
OM-HIST-23241,OQ,Electrical Substation,463173,13,21.91,23.43,51.5,0
OM-HIST-23242,Nama Group,Medical Supplies,374715,13,31.85,49.87,47.44,0
OM-HIST-23243,Ministry of Transport,Construction,24482,5,15.81,22.0,54.1,0
OM-HIST-23244,PDO,Construction,805749,8,16.6,46.41,80.5,1
OM-HIST-23245,OQ,Oil & Gas Infrastructure,488829,8,11.26,24.02,35.14,1
OM-HIST-23246,OQ,Construction,311820,2,21.06,55.41,67.22,0
OM-HIST-23247,Ministry of Transport,Medical Supplies,1621027,6,20.24,50.74,42.05,0
OM-HIST-23248,PDO,IT Services,219329,7,28.6,28.56,54.78,0
OM-HIST-23249,Nama Group,Electrical Substation,800707,4,8.39,56.13,30.88,0
OM-HIST-23250,Royal Oman Police,Construction,7768452,4,12.19,48.85,68.25,1
OM-HIST-23251,Ministry of Health,IT Services,143665,8,8.68,50.68,33.42,1
OM-HIST-23252,OQ,Construction,266646,12,21.33,19.77,81.52,0
OM-HIST-23253,Royal Oman Police,Electrical Substation,403636,15,8.49,48.84,87.6,1
OM-HIST-23254,PDO,Oil & Gas Infrastructure,568023,9,22.0,21.0,80.07,1
OM-HIST-23255,Nama Group,Oil & Gas Infrastructure,1015433,2,21.02,44.31,37.93,0
OM-HIST-23256,Ministry of Transport,Construction,132995,4,9.26,16.01,53.94,1
OM-HIST-23257,Ministry of Transport,Oil & Gas Infrastructure,20000,10,13.43,17.82,53.58,0
OM-HIST-23258,Ministry of Transport,Construction,1186041,13,31.89,31.65,88.88,0
OM-HIST-23259,PDO,Construction,162359,6,30.32,42.52,74.12,1
OM-HIST-23260,PDO,Electrical Substation,47277,5,24.28,18.18,72.13,0
OM-HIST-23261,OQ,Oil & Gas Infrastructure,112203,13,20.87,49.83,86.9,0
OM-HIST-23262,Ministry of Health,IT Services,301557,9,18.88,16.6,57.95,0
OM-HIST-23263,Royal Oman Police,Electrical Substation,724417,5,10.85,10.17,48.11,1
OM-HIST-23264,PDO,Oil & Gas Infrastructure,316785,14,23.88,27.86,39.91,0
OM-HIST-23265,Ministry of Health,Medical Supplies,1324792,3,5.74,56.8,51.16,1
OM-HIST-23266,OQ,Oil & Gas Infrastructure,103235,2,5.76,17.6,85.66,1
OM-HIST-23267,Ministry of Transport,IT Services,24809,3,14.28,25.99,73.07,0
OM-HIST-23268,Ministry of Transport,Oil & Gas Infrastructure,181487,8,5.79,25.06,92.9,1
OM-HIST-23269,PDO,Oil & Gas Infrastructure,419507,14,32.55,48.15,64.39,0
OM-HIST-23270,OQ,Oil & Gas Infrastructure,79129,9,34.8,55.42,42.9,1
OM-HIST-23271,Ministry of Health,Medical Supplies,34893,7,15.53,17.71,80.41,1
OM-HIST-23272,PDO,Oil & Gas Infrastructure,545776,11,24.35,38.78,71.03,0
OM-HIST-23273,PDO,IT Services,125898,7,8.83,28.68,70.0,0
OM-HIST-23274,Royal Oman Police,IT Services,206973,5,9.45,17.54,75.06,0
OM-HIST-23275,PDO,IT Services,142371,13,23.48,54.68,69.22,1
OM-HIST-23276,OQ,Construction,481561,7,30.59,44.56,83.84,0
OM-HIST-23277,Royal Oman Police,IT Services,411310,14,15.62,16.46,57.51,1
OM-HIST-23278,OQ,Construction,1448771,2,19.09,14.58,33.18,0
OM-HIST-23279,Nama Group,Oil & Gas Infrastructure,20000,10,10.62,40.36,81.21,1
OM-HIST-23280,Royal Oman Police,Medical Supplies,110518,14,9.75,52.68,54.77,1
OM-HIST-23281,Ministry of Health,Electrical Substation,77970,3,9.68,14.99,71.91,0
OM-HIST-23282,OQ,Medical Supplies,115075,5,31.79,37.91,66.41,0
OM-HIST-23283,Ministry of Transport,Oil & Gas Infrastructure,789236,15,19.79,49.69,70.97,0
OM-HIST-23284,PDO,Construction,364451,10,30.79,48.97,61.1,0
OM-HIST-23285,Royal Oman Police,Construction,20000,4,9.35,58.98,92.67,0
OM-HIST-23286,Ministry of Transport,IT Services,414132,4,33.57,55.98,63.04,0
OM-HIST-23287,OQ,Medical Supplies,994309,6,12.61,17.7,66.41,0
OM-HIST-23288,Nama Group,Medical Supplies,87799,4,26.52,43.25,74.55,0
OM-HIST-23289,Royal Oman Police,IT Services,665594,13,33.75,30.25,54.51,0
OM-HIST-23290,Nama Group,Medical Supplies,70683,7,11.33,42.8,88.51,1
OM-HIST-23291,PDO,Electrical Substation,20000,15,28.96,13.33,72.1,0
OM-HIST-23292,Royal Oman Police,Construction,57335,8,25.51,34.59,36.8,0
OM-HIST-23293,Ministry of Health,Electrical Substation,951220,12,14.46,52.84,91.74,0
OM-HIST-23294,PDO,Medical Supplies,1472914,7,9.45,54.42,34.66,1
OM-HIST-23295,Royal Oman Police,IT Services,46279,8,24.83,35.44,48.64,0
OM-HIST-23296,OQ,Medical Supplies,37463,15,26.6,42.84,55.1,0
OM-HIST-23297,OQ,Construction,289289,14,19.28,28.08,46.34,1
OM-HIST-23298,Royal Oman Police,IT Services,796284,12,24.79,28.41,57.83,0
OM-HIST-23299,PDO,Oil & Gas Infrastructure,48543,3,21.99,55.92,52.24,1
OM-HIST-23300,PDO,Oil & Gas Infrastructure,54678,11,33.0,14.57,76.86,0
OM-HIST-23301,Nama Group,IT Services,46452,11,14.63,37.36,53.25,1
OM-HIST-23302,PDO,Electrical Substation,157899,14,5.02,16.85,46.49,0
OM-HIST-23303,Nama Group,IT Services,20000,12,5.45,41.14,72.38,1
OM-HIST-23304,PDO,Oil & Gas Infrastructure,69906,4,14.22,57.04,67.15,1
OM-HIST-23305,PDO,Electrical Substation,40147,11,17.11,36.6,72.07,0
OM-HIST-23306,OQ,Medical Supplies,20000,10,19.24,13.71,57.71,0
OM-HIST-23307,Ministry of Health,IT Services,1533951,3,28.94,59.25,42.05,0
OM-HIST-23308,Ministry of Health,Electrical Substation,35670,12,27.94,33.02,52.04,0
OM-HIST-23309,OQ,Medical Supplies,86086,10,23.65,42.44,57.32,1
OM-HIST-23310,PDO,IT Services,185472,12,25.55,55.01,75.39,0
OM-HIST-23311,Ministry of Transport,Oil & Gas Infrastructure,45938,11,7.75,48.5,51.37,1
OM-HIST-23312,OQ,Medical Supplies,1291596,12,26.75,38.91,51.77,0
OM-HIST-23313,Ministry of Transport,IT Services,167741,2,9.76,39.3,52.88,1
OM-HIST-23314,Nama Group,Construction,207589,9,29.23,23.61,48.38,0
OM-HIST-23315,PDO,Construction,3046760,9,5.21,12.5,39.12,0
OM-HIST-23316,PDO,Electrical Substation,106523,8,14.19,37.24,79.56,0
OM-HIST-23317,PDO,Construction,197797,11,18.43,32.51,50.12,0
OM-HIST-23318,Ministry of Transport,Electrical Substation,27721,15,11.04,54.53,57.73,0
OM-HIST-23319,Nama Group,Construction,724148,15,14.92,11.15,45.88,1
OM-HIST-23320,Nama Group,IT Services,20000,9,10.98,39.44,55.1,1
OM-HIST-23321,Nama Group,Electrical Substation,820105,11,10.59,33.22,35.14,0
OM-HIST-23322,PDO,Medical Supplies,31053,12,15.74,38.47,54.71,0
OM-HIST-23323,OQ,Oil & Gas Infrastructure,81163,13,16.13,33.3,30.52,0
OM-HIST-23324,OQ,Oil & Gas Infrastructure,271070,4,20.87,33.13,73.84,1
OM-HIST-23325,PDO,IT Services,83003,3,30.6,40.7,89.55,0
OM-HIST-23326,PDO,Medical Supplies,9671335,15,22.1,26.77,55.58,0
OM-HIST-23327,PDO,Electrical Substation,49209,12,18.04,24.93,51.48,1
OM-HIST-23328,Royal Oman Police,Construction,50252,13,11.64,45.45,81.06,1
OM-HIST-23329,Ministry of Health,Construction,68752,11,8.64,38.47,69.23,1
OM-HIST-23330,OQ,Medical Supplies,149293,5,30.01,57.24,46.8,0
OM-HIST-23331,Ministry of Transport,Construction,170955,5,22.25,23.48,56.64,1
OM-HIST-23332,Nama Group,Medical Supplies,217500,4,9.38,12.39,51.33,1
OM-HIST-23333,Ministry of Health,Medical Supplies,170517,13,19.31,56.76,94.24,0
OM-HIST-23334,Ministry of Transport,Medical Supplies,69066,12,28.12,36.12,85.78,0
OM-HIST-23335,Royal Oman Police,IT Services,405898,4,8.11,10.4,88.12,1
OM-HIST-23336,Ministry of Transport,IT Services,288120,2,25.74,15.76,61.12,1
OM-HIST-23337,PDO,Construction,20000,6,31.98,35.93,42.53,0
OM-HIST-23338,Ministry of Health,Electrical Substation,253504,7,15.1,50.02,38.57,0
OM-HIST-23339,PDO,Oil & Gas Infrastructure,89987,5,5.3,25.09,66.83,0
OM-HIST-23340,PDO,Electrical Substation,174284,3,9.45,40.55,66.83,1
OM-HIST-23341,Nama Group,IT Services,155786,13,31.24,15.33,80.62,0
OM-HIST-23342,OQ,Electrical Substation,876067,7,30.75,53.22,64.37,0
OM-HIST-23343,Royal Oman Police,IT Services,100246,7,22.47,41.4,84.57,0
OM-HIST-23344,Nama Group,Medical Supplies,155440,8,34.13,13.94,67.29,0
OM-HIST-23345,PDO,Oil & Gas Infrastructure,67179,6,26.17,37.63,42.29,0
OM-HIST-23346,PDO,Electrical Substation,361383,8,11.64,13.62,90.75,0
OM-HIST-23347,OQ,Oil & Gas Infrastructure,89352,5,13.9,19.18,83.87,1
OM-HIST-23348,PDO,IT Services,20000,2,30.74,19.75,59.74,0
OM-HIST-23349,PDO,Electrical Substation,55008,5,24.68,10.94,45.08,0
OM-HIST-23350,PDO,Medical Supplies,2043096,8,20.13,44.66,82.06,1
OM-HIST-23351,Ministry of Health,Medical Supplies,136013,15,5.84,37.61,88.6,1
OM-HIST-23352,OQ,Construction,23612,13,26.24,17.04,85.92,0
OM-HIST-23353,Royal Oman Police,Medical Supplies,423099,2,9.59,50.24,35.83,1
OM-HIST-23354,Ministry of Transport,Electrical Substation,102910,9,31.68,13.22,47.13,0
OM-HIST-23355,Royal Oman Police,Construction,475848,5,30.24,12.92,44.84,0
OM-HIST-23356,PDO,Construction,155924,2,9.9,50.75,69.62,1
OM-HIST-23357,PDO,Electrical Substation,414690,7,10.44,47.58,77.44,1
OM-HIST-23358,PDO,IT Services,93723,5,11.03,36.02,39.97,0
OM-HIST-23359,PDO,Oil & Gas Infrastructure,90752,4,5.49,26.51,67.29,1
OM-HIST-23360,PDO,IT Services,42621,2,11.89,20.97,46.49,1
OM-HIST-23361,PDO,Oil & Gas Infrastructure,376262,13,25.77,43.52,57.81,0
OM-HIST-23362,Royal Oman Police,Oil & Gas Infrastructure,76152,9,30.68,17.1,61.1,0
OM-HIST-23363,PDO,Construction,2193618,5,31.96,12.83,48.07,0
OM-HIST-23364,Royal Oman Police,Oil & Gas Infrastructure,611994,3,33.25,18.65,45.0,0
OM-HIST-23365,Ministry of Transport,Construction,252269,15,19.63,21.75,44.09,0
OM-HIST-23366,Nama Group,IT Services,81088,2,8.81,24.8,34.43,1
OM-HIST-23367,PDO,Medical Supplies,20000,14,27.24,59.97,80.09,1
OM-HIST-23368,Ministry of Transport,IT Services,108859,4,24.86,16.62,33.39,0
OM-HIST-23369,Ministry of Health,Electrical Substation,106642,15,31.36,30.68,84.04,0
OM-HIST-23370,OQ,Medical Supplies,32968,9,26.89,57.92,84.06,0
OM-HIST-23371,Ministry of Transport,Electrical Substation,562562,7,29.75,30.7,70.45,0
OM-HIST-23372,OQ,IT Services,57571,6,6.5,27.99,65.21,1
OM-HIST-23373,PDO,Electrical Substation,37864,4,28.66,33.46,39.64,0
OM-HIST-23374,OQ,Oil & Gas Infrastructure,20000,4,9.67,39.94,82.17,1
OM-HIST-23375,PDO,Construction,91817,8,16.83,36.69,76.32,0
OM-HIST-23376,Royal Oman Police,IT Services,855342,5,19.56,41.36,59.34,0
OM-HIST-23377,PDO,Oil & Gas Infrastructure,522665,14,10.59,16.5,35.59,1
OM-HIST-23378,Nama Group,Medical Supplies,135188,9,33.98,12.1,75.3,0
OM-HIST-23379,Ministry of Transport,Medical Supplies,288331,8,29.22,47.14,33.25,0
OM-HIST-23380,Royal Oman Police,Oil & Gas Infrastructure,503466,9,30.65,53.15,61.51,0
OM-HIST-23381,Ministry of Transport,IT Services,364109,11,9.53,15.18,93.16,1
OM-HIST-23382,PDO,Construction,95444,4,22.95,46.76,88.33,1
OM-HIST-23383,PDO,Oil & Gas Infrastructure,1397856,4,10.27,55.27,91.45,1
OM-HIST-23384,Ministry of Transport,IT Services,150184,5,21.73,19.09,31.4,0
OM-HIST-23385,PDO,IT Services,302106,4,8.39,18.81,74.14,0
OM-HIST-23386,OQ,Construction,168894,11,31.37,29.13,92.28,0
OM-HIST-23387,OQ,Oil & Gas Infrastructure,244635,13,21.19,19.78,93.45,0
OM-HIST-23388,Ministry of Transport,Electrical Substation,20000,15,5.56,35.11,63.71,1
OM-HIST-23389,Ministry of Transport,Medical Supplies,20000,7,5.35,33.23,82.29,1
OM-HIST-23390,Nama Group,Construction,731903,11,25.49,48.3,74.48,0
OM-HIST-23391,OQ,Construction,79195,5,28.64,32.41,46.73,0
OM-HIST-23392,OQ,IT Services,77041,8,17.81,42.9,40.4,0
OM-HIST-23393,OQ,Construction,1049936,8,12.0,19.25,89.88,0
OM-HIST-23394,Ministry of Health,IT Services,1285066,4,32.36,38.36,31.14,0
OM-HIST-23395,OQ,Electrical Substation,211792,7,21.28,17.09,69.3,1
OM-HIST-23396,Royal Oman Police,Construction,282121,11,26.75,17.88,68.51,0
OM-HIST-23397,Nama Group,Construction,135736,15,33.65,48.43,44.19,0
OM-HIST-23398,OQ,Construction,88697,7,27.72,45.06,56.14,0
OM-HIST-23399,OQ,Electrical Substation,707073,12,26.61,17.71,56.56,0
OM-HIST-23400,PDO,Construction,86969,12,27.92,18.99,58.05,0
OM-HIST-23401,Ministry of Health,Construction,2602024,11,20.43,42.32,65.83,1
OM-HIST-23402,PDO,IT Services,599404,13,8.21,42.74,79.42,1
OM-HIST-23403,Nama Group,Construction,680538,11,21.03,52.55,75.78,1
OM-HIST-23404,PDO,Oil & Gas Infrastructure,69795,4,30.52,14.72,83.87,0
OM-HIST-23405,Ministry of Transport,Construction,27353,13,13.88,43.14,87.42,0
OM-HIST-23406,PDO,Medical Supplies,284432,4,31.09,37.17,64.83,0
OM-HIST-23407,Nama Group,Construction,20000,2,8.12,39.14,64.5,1
OM-HIST-23408,Royal Oman Police,Medical Supplies,62008,2,16.68,59.44,78.75,0
OM-HIST-23409,Ministry of Transport,Oil & Gas Infrastructure,49152,2,28.84,18.88,90.32,0
OM-HIST-23410,OQ,Electrical Substation,157612,9,24.15,34.02,84.07,0
OM-HIST-23411,Ministry of Health,Electrical Substation,526882,12,17.05,57.29,55.95,0
OM-HIST-23412,Royal Oman Police,Oil & Gas Infrastructure,150648,11,18.06,16.47,49.25,1
OM-HIST-23413,Ministry of Transport,Medical Supplies,445478,4,26.45,31.81,39.41,0
OM-HIST-23414,OQ,IT Services,4708434,2,14.17,13.2,48.48,0
OM-HIST-23415,Royal Oman Police,Medical Supplies,374646,5,28.88,15.64,77.63,0
OM-HIST-23416,PDO,Medical Supplies,4977261,14,30.86,53.29,35.85,0
OM-HIST-23417,PDO,Electrical Substation,68740,4,29.76,30.31,69.61,0
OM-HIST-23418,PDO,Construction,1016763,11,25.72,14.83,40.46,0
OM-HIST-23419,Nama Group,Oil & Gas Infrastructure,329397,13,21.49,12.85,86.89,0
OM-HIST-23420,Nama Group,Oil & Gas Infrastructure,138981,13,25.65,18.4,30.14,1
OM-HIST-23421,Nama Group,IT Services,92598,13,9.84,26.83,65.36,1
OM-HIST-23422,OQ,Oil & Gas Infrastructure,29658,2,14.65,12.32,82.62,1
OM-HIST-23423,Nama Group,Medical Supplies,20000,5,21.49,10.1,53.09,0
OM-HIST-23424,PDO,Electrical Substation,123531,15,29.31,18.55,80.59,0
OM-HIST-23425,PDO,Oil & Gas Infrastructure,1468370,2,18.53,36.7,58.09,0
OM-HIST-23426,Nama Group,Electrical Substation,57595,5,30.73,18.87,66.13,0
OM-HIST-23427,Nama Group,Medical Supplies,299999,11,31.79,43.66,87.38,0
OM-HIST-23428,Nama Group,Electrical Substation,20957,8,32.0,14.17,51.85,0
OM-HIST-23429,Ministry of Transport,Medical Supplies,1065036,14,27.5,48.4,41.51,0
OM-HIST-23430,PDO,IT Services,95566,8,21.56,58.26,37.06,1
OM-HIST-23431,PDO,IT Services,382559,4,24.91,49.56,43.07,1
OM-HIST-23432,Nama Group,Medical Supplies,54822,4,7.97,37.03,63.03,0
OM-HIST-23433,Ministry of Health,Construction,588738,4,18.83,40.0,85.65,1
OM-HIST-23434,Nama Group,Construction,3175502,13,33.14,46.81,75.52,0
OM-HIST-23435,PDO,Electrical Substation,197183,9,16.57,42.53,57.46,0
OM-HIST-23436,OQ,Construction,1261798,15,22.46,10.31,88.43,0
OM-HIST-23437,PDO,Oil & Gas Infrastructure,746453,15,24.63,23.32,80.07,0
OM-HIST-23438,OQ,Electrical Substation,91863,11,18.34,30.49,59.94,0
OM-HIST-23439,Ministry of Health,Oil & Gas Infrastructure,213898,7,34.1,30.95,85.46,0
OM-HIST-23440,OQ,Medical Supplies,393040,13,13.97,43.04,41.58,0
OM-HIST-23441,Nama Group,IT Services,44587,13,16.72,28.43,91.97,1
OM-HIST-23442,OQ,Electrical Substation,60446,14,10.12,53.49,67.36,1
OM-HIST-23443,OQ,Construction,146927,9,11.12,40.84,68.56,0
OM-HIST-23444,Ministry of Health,IT Services,20000,7,14.78,40.12,73.63,0
OM-HIST-23445,PDO,Oil & Gas Infrastructure,20000,14,18.33,24.89,38.87,0
OM-HIST-23446,Nama Group,Oil & Gas Infrastructure,132374,9,13.04,33.76,79.71,0
OM-HIST-23447,Royal Oman Police,Medical Supplies,261047,6,6.89,31.89,70.22,1
OM-HIST-23448,OQ,Medical Supplies,127705,2,21.6,39.76,49.95,0
OM-HIST-23449,Royal Oman Police,Construction,877770,10,15.56,40.89,67.11,0
OM-HIST-23450,Ministry of Health,Oil & Gas Infrastructure,1373048,10,10.81,40.41,62.76,1
OM-HIST-23451,Nama Group,Electrical Substation,404502,9,12.28,51.94,63.73,0
OM-HIST-23452,Nama Group,IT Services,1436268,8,26.99,36.82,64.66,0
OM-HIST-23453,PDO,Construction,66982,14,22.53,11.4,48.85,1
OM-HIST-23454,PDO,Medical Supplies,1119748,4,24.89,35.74,55.64,1
OM-HIST-23455,PDO,IT Services,215488,3,30.07,59.33,40.66,1
OM-HIST-23456,OQ,Electrical Substation,1440502,2,16.9,24.49,69.12,1
OM-HIST-23457,Nama Group,Medical Supplies,34907,4,13.12,51.68,53.31,1
OM-HIST-23458,OQ,IT Services,20000,2,21.69,36.98,66.11,0
OM-HIST-23459,Ministry of Health,Oil & Gas Infrastructure,50528,7,19.47,43.34,65.16,1
OM-HIST-23460,PDO,Medical Supplies,155015,13,19.21,51.67,78.33,1
OM-HIST-23461,OQ,Construction,158387,8,34.53,21.83,39.71,0
OM-HIST-23462,PDO,Construction,157330,2,6.42,20.64,74.18,1
OM-HIST-23463,Nama Group,Electrical Substation,115130,3,22.77,53.47,68.77,0
OM-HIST-23464,Royal Oman Police,Oil & Gas Infrastructure,20000,7,16.62,14.85,46.97,1
OM-HIST-23465,Nama Group,Electrical Substation,112533,10,24.95,54.86,49.12,0
OM-HIST-23466,Nama Group,Oil & Gas Infrastructure,520208,10,27.84,55.7,89.3,0
OM-HIST-23467,Nama Group,Medical Supplies,21646,9,9.86,53.91,82.24,1
OM-HIST-23468,Nama Group,IT Services,90109,8,16.17,44.4,33.09,1
OM-HIST-23469,PDO,Construction,321919,6,33.49,22.6,69.09,0
OM-HIST-23470,PDO,Electrical Substation,22455,9,13.23,27.15,57.43,0
OM-HIST-23471,Ministry of Health,Electrical Substation,100014,15,32.5,18.24,91.1,0
OM-HIST-23472,Royal Oman Police,IT Services,321821,3,14.71,27.21,68.83,0
OM-HIST-23473,Royal Oman Police,IT Services,52789,7,32.97,48.41,41.98,0
